College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST,district
2618,"Sona College Of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",ME,Mechanical Engineering,153.5,143,125.5,142,0,0,0,Salem
2618,"Sona College Of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",MZ,Mechatronics Engineering,156.5,150.5,155.5,147.5,110.5,0,0,Salem
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",AD,Artificial Intelligence And Data Science,171.5,161,0,142,0,149,0,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",AG,Agricultural Engineering,128.5,110,0,119,113.5,117,0,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",BM,Bio Medical Engineering,146.5,131.5,122.5,124,134.5,146,134,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",BT,Bio Technology,144.5,122.5,0,126.5,108.5,143.5,0,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",CE,Civil  Engineering,123,0,115.5,110,109.5,111,0,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",CS,Computer Science And Engineering,163.5,143,136.5,131,0,103,119,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",EC,Electronics And Communication Engineering,151,137.5,0,131,110.5,131,0,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",EE,Electrical And Electronics Engineering,136,121.5,0,128,109.5,116.5,119.5,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",IT,Information Technology,162,142,143.5,134,0,105.5,0,Namakkal
2620,"Vivekanandha College Of Engineering For Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",TS,Computer Science And Technology,154,141.5,136.5,130,0,87.5,0,Namakkal
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",AD,Artificial Intelligence And Data Science,149,116,142.5,129.5,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",AE,Aeronautical Engineering,109,0,97.5,91.5,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",CB,Computer Science And Bussiness System,127,102.5,124,121.5,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",CE,Civil  Engineering,93.5,0,0,0,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",CH,Chemical  Engineering,109.5,0,0,0,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",CS,Computer Science And Engineering,161,136,148,130,106.5,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",EC,Electronics And Communication Engineering,139.5,118.5,125,128.5,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",EE,Electrical And Electronics Engineering,121.5,99.5,110,115,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",IT,Information Technology,141,115,135.5,128.5,0,96,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",ME,Mechanical Engineering,98,0,0,0,0,0,0,Krishnagiri
2621,"Er. Perumal Manimekalai College Of Engineering (Autonomous), 17Th Km Hosur - Krishnagiri Nh7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",MZ,Mechatronics Engineering,116.5,0,115.5,107,0,0,0,Krishnagiri
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",AD,Artificial Intelligence And Data Science,164,149.5,147.5,137.5,91,132.5,112,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",AM,Computer Science And Engineering (Ai And Machine Learning),154.5,146,129,136,96,168,0,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",BM,Bio Medical Engineering,153.5,137.5,0,126,97,131,0,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",BT,Bio Technology,170,138,119.5,135.5,128,0,114,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",CB,Computer Science And Bussiness System,147.5,144,135.5,139,110.5,104.5,0,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",CE,Civil  Engineering,158,131.5,0,122.5,97,0,0,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",CH,Chemical  Engineering,144.5,132.5,125.5,125,92,119.5,0,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",CO,Computer And  Communication Engineering,145.5,142,124,133.5,106,99,0,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",CS,Computer Science And Engineering,173,165,155.5,148,94,134.5,136,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",EC,Electronics And Communication Engineering,159.5,149,124.5,134.5,94.5,130.5,133,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",EE,Electrical And Electronics Engineering,147.5,142,161,132,104,117,0,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",IT,Information Technology,162.5,152,130,141,93.5,133,117,Karur
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (Tk), Karur-639111.",ME,Mechanical Engineering,147.5,136,126,127,98,121,0,Karur
2623,"Mahendra College Of Engineering, 12Th Km Attur Main Road, Minnampalli, Salem-636106.",AD,Artificial Intelligence And Data Science,132.5,0,106,103,0,0,0,Salem
2623,"Mahendra College Of Engineering, 12Th Km Attur Main Road, Minnampalli, Salem-636106.",BM,Bio Medical Engineering,110.5,0,0,99,0,107.5,0,Salem
2623,"Mahendra College Of Engineering, 12Th Km Attur Main Road, Minnampalli, Salem-636106.",CS,Computer Science And Engineering,130,93,92,108,0,0,95,Salem
2623,"Mahendra College Of Engineering, 12Th Km Attur Main Road, Minnampalli, Salem-636106.",EC,Electronics And Communication Engineering,138.5,105.5,112.5,127.5,91,115.5,0,Salem
2623,"Mahendra College Of Engineering, 12Th Km Attur Main Road, Minnampalli, Salem-636106.",IT,Information Technology,124.5,80.5,100,107.5,0,0,0,Salem
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",AD,Artificial Intelligence And Data Science,143.5,116,0,126,116.5,113.5,134.5,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",AG,Agricultural Engineering,113,0,0,85,0,0,0,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",BM,Bio Medical Engineering,126.5,0,0,90.5,107.5,105.5,0,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",BT,Bio Technology,125.5,0,0,87.5,110.5,116,0,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",CH,Chemical  Engineering,116,0,0,96.5,82.5,89.5,88.5,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",CS,Computer Science And Engineering,130.5,83.5,0,104.5,101.5,125.5,116,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",EC,Electronics And Communication Engineering,133,94.5,0,96,99.5,114.5,0,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",EE,Electrical And Electronics Engineering,112,0,0,92.5,0,94.5,106.5,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",FD,Food Technology,105.5,0,0,83,0,0,0,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",IT,Information Technology,119.5,0,0,97,95.5,108.5,107,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",ME,Mechanical Engineering,98.5,0,0,91,0,90,92,Namakkal
2624,"Gnanamani College Of Technology (Autonomous), Nh-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",PH,Pharmaceutical Technology,121.5,0,0,87,89,83,0,Namakkal
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",AD,Artificial Intelligence And Data Science,135,0,0,109,110,122,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",AG,Agricultural Engineering,103.5,0,0,89,0,0,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",BM,Bio Medical Engineering,136.5,0,0,118,96.5,104.5,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",CE,Civil  Engineering,122.5,0,0,0,0,0,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",CH,Chemical  Engineering,120.5,0,0,95.5,0,0,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",CS,Computer Science And Engineering,127.5,0,0,107,0,0,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",EC,Electronics And Communication Engineering,131.5,0,0,106,0,0,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",EE,Electrical And Electronics Engineering,114,0,0,103.5,0,98,0,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",IT,Information Technology,126.5,0,0,109,96.5,108.5,92.5,Salem
2625,"The Kavery Engineering College, M. Kalipatti, Mecheri (Post), Mettur Taluk, Salem District-636453.",ME,Mechanical Engineering,108.5,0,0,98,0,0,0,Salem
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",AD,Artificial Intelligence And Data Science,112,0,0,0,0,85,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",BM,Bio Medical Engineering,0,0,0,0,0,0,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",BT,Bio Technology,0,0,0,0,0,0,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",CE,Civil  Engineering,0,0,0,0,0,0,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",CS,Computer Science And Engineering,117.5,0,0,0,0,103,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",EC,Electronics And Communication Engineering,112.5,0,0,0,0,108.5,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",EE,Electrical And Electronics Engineering,98.5,0,0,0,0,85,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",IT,Information Technology,105.5,0,0,0,0,0,0,Namakkal
2627,"Selvam College Of Technology (Autonomous), Salem Road Nh-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003.",ME,Mechanical Engineering,102,0,0,0,0,99.5,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",AD,Artificial Intelligence And Data Science,155.5,141,144,141.5,118,0,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",AM,Computer Science And Engineering (Ai And Machine Learning),129,95,101.5,121.5,0,0,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",AU,Automobile Engineering,102,0,0,0,0,0,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",BM,Bio Medical Engineering,117.5,0,0,0,0,0,102,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",CS,Computer Science And Engineering,135.5,0,0,123,0,0,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",EC,Electronics And Communication Engineering,124.5,0,0,110.5,0,0,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",EE,Electrical And Electronics Engineering,114,0,0,94.5,0,0,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",ME,Mechanical Engineering,102.5,0,0,0,0,0,0,Namakkal
2628,"Paavai College Of Engineering, Paavai Nagar, Nh-7,Pachal, Namakkal-637018.",SC,Computer Science And Engineering (Cyber Security),123.5,0,0,118,0,97,0,Namakkal
2630,"Chettinad College Of Engineering And Technology, Nh-67, Karur To Trichy Highways, Puliyur Cf, Karur-639114.",AD,Artificial Intelligence And Data Science,156,128.5,112.5,129.5,102.5,93.5,0,Karur
2630,"Chettinad College Of Engineering And Technology, Nh-67, Karur To Trichy Highways, Puliyur Cf, Karur-639114.",CS,Computer Science And Engineering,145,140,118.5,134.5,104.5,107,0,Karur
2630,"Chettinad College Of Engineering And Technology, Nh-67, Karur To Trichy Highways, Puliyur Cf, Karur-639114.",EC,Electronics And Communication Engineering,146.5,128,97,121,98,0,0,Karur
2630,"Chettinad College Of Engineering And Technology, Nh-67, Karur To Trichy Highways, Puliyur Cf, Karur-639114.",EE,Electrical And Electronics Engineering,119,0,98,105.5,0,88,0,Karur
2630,"Chettinad College Of Engineering And Technology, Nh-67, Karur To Trichy Highways, Puliyur Cf, Karur-639114.",IT,Information Technology,136,129.5,108,126.5,0,126,0,Karur
2630,"Chettinad College Of Engineering And Technology, Nh-67, Karur To Trichy Highways, Puliyur Cf, Karur-639114.",ME,Mechanical Engineering,111.5,0,0,96.5,0,0,0,Karur
2632,"Mahendra Institute Of Technology (Autonomous), Mahendhirapuri, Mallasamudram West, Vadugapalayam Post, Tiruchengodu Taluk, Namakkal District-637503.",AM,Computer Science And Engineering (Ai And Machine Learning),125.5,90.5,0,113.5,0,87.5,0,Namakkal
2632,"Mahendra Institute Of Technology (Autonomous), Mahendhirapuri, Mallasamudram West, Vadugapalayam Post, Tiruchengodu Taluk, Namakkal District-637503.",BM,Bio Medical Engineering,124.5,0,0,109,0,118,0,Namakkal
2632,"Mahendra Institute Of Technology (Autonomous), Mahendhirapuri, Mallasamudram West, Vadugapalayam Post, Tiruchengodu Taluk, Namakkal District-637503.",CS,Computer Science And Engineering,132.5,105.5,0,116.5,0,87,0,Namakkal
2632,"Mahendra Institute Of Technology (Autonomous), Mahendhirapuri, Mallasamudram West, Vadugapalayam Post, Tiruchengodu Taluk, Namakkal District-637503.",EC,Electronics And Communication Engineering,145.5,124,122.5,122,0,110,94.5,Namakkal
2632,"Mahendra Institute Of Technology (Autonomous), Mahendhirapuri, Mallasamudram West, Vadugapalayam Post, Tiruchengodu Taluk, Namakkal District-637503.",EE,Electrical And Electronics Engineering,119,0,0,106.5,0,0,91.5,Namakkal
2632,"Mahendra Institute Of Technology (Autonomous), Mahendhirapuri, Mallasamudram West, Vadugapalayam Post, Tiruchengodu Taluk, Namakkal District-637503.",IT,Information Technology,131,110,0,121.5,96.5,121.5,0,Namakkal
2633,"Vidyaa Vikas College Of Engineering And Technology, Varahoorampatti Village, Tiruchengode Taluk, Namakkal-637214.",AD,Artificial Intelligence And Data Science,117.5,0,0,0,0,0,0,Namakkal
2633,"Vidyaa Vikas College Of Engineering And Technology, Varahoorampatti Village, Tiruchengode Taluk, Namakkal-637214.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Namakkal
2633,"Vidyaa Vikas College Of Engineering And Technology, Varahoorampatti Village, Tiruchengode Taluk, Namakkal-637214.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Namakkal
2633,"Vidyaa Vikas College Of Engineering And Technology, Varahoorampatti Village, Tiruchengode Taluk, Namakkal-637214.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Namakkal
2633,"Vidyaa Vikas College Of Engineering And Technology, Varahoorampatti Village, Tiruchengode Taluk, Namakkal-637214.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Namakkal
2633,"Vidyaa Vikas College Of Engineering And Technology, Varahoorampatti Village, Tiruchengode Taluk, Namakkal-637214.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",AD,Artificial Intelligence And Data Science,133,0,115.5,116,0,0,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",AE,Aeronautical Engineering,143,87,0,113.5,107,131,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",AG,Agricultural Engineering,133,0,0,0,0,122.5,122.5,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",BM,Bio Medical Engineering,132.5,0,0,87,93,114,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",CB,Computer Science And Bussiness System,120.5,0,0,109.5,89.5,109,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",CE,Civil  Engineering,100,0,0,0,0,0,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",CJ,M.Tech. Computer Science And Engineering (Integrated 5 Years),106.5,0,0,96,0,94,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",CS,Computer Science And Engineering,142,98.5,0,117.5,0,0,129,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",EC,Electronics And Communication Engineering,142,123,0,130,94,117,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",EE,Electrical And Electronics Engineering,115,0,0,0,0,108,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",FD,Food Technology,126.5,0,0,0,93,106,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",IT,Information Technology,136,0,0,115,84,106.5,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",ME,Mechanical Engineering,113,0,101,0,0,82.5,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",PC,Petro Chemical Technology,89.5,0,0,0,0,0,0,Namakkal
2634,"Excel Engineering College (Autonomous), Nh-47 Salem Main Road, Sankari West Post, Tiruchengode Taluk, Pallakapalayam,  Namakkal District-637303.",SF,Safety And Fire Engineering,115.5,0,0,0,0,0,0,Namakkal
2635,"Cms College Of Engineering, Cms Nagar, Eranapuram Post, Namakkal-637003.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Namakkal
2635,"Cms College Of Engineering, Cms Nagar, Eranapuram Post, Namakkal-637003.",BM,Bio Medical Engineering,0,0,0,0,0,0,0,Namakkal
2635,"Cms College Of Engineering, Cms Nagar, Eranapuram Post, Namakkal-637003.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Namakkal
2635,"Cms College Of Engineering, Cms Nagar, Eranapuram Post, Namakkal-637003.",EC,Electronics And Communication Engineering,104.5,0,0,0,0,0,0,Namakkal
2635,"Cms College Of Engineering, Cms Nagar, Eranapuram Post, Namakkal-637003.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Namakkal
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",ME,Mechanical Engineering,122,0,0,0,0,0,0,Chennai
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",SC,Computer Science And Engineering (Cyber Security),154,145.5,137,146,116.5,154,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",AD,Artificial Intelligence And Data Science,120,0,0,0,0,0,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",AM,Computer Science And Engineering (Ai And Machine Learning),101,0,0,0,0,0,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",CB,Computer Science And Bussiness System,0,0,0,0,0,0,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",CS,Computer Science And Engineering,126,0,0,0,0,0,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Chennai
1115,"Sriram Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Chennai
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",AD,Artificial Intelligence And Data Science,154,149.5,148.5,145,113.5,0,0,Thiruvallur
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",AM,Computer Science And Engineering (Ai And Machine Learning),163,150,0,148,104,0,0,Thiruvallur
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",CE,Civil  Engineering,0,0,0,0,0,0,0,Thiruvallur
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",CS,Computer Science And Engineering,172.5,156,155.5,159,107,0,0,Thiruvallur
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",EC,Electronics And Communication Engineering,146.5,0,0,91.5,0,0,0,Thiruvallur
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",EE,Electrical And Electronics Engineering,126.5,0,0,0,0,0,0,Thiruvallur
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",IT,Information Technology,159,154.5,150,148.5,98,0,0,Thiruvallur
1116,"Sri Venkateswara College Of Engineering And Technology, Thirupachur, Thiruvallur Taluk & District-631203.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Thiruvallur
